"V1"	"V2"
"X160623_D00390_0257_AC9B0MANXX_SQ2561"	49.7695409508656	-17.9348714013645
"X160623_D00390_0257_AC9B0MANXX_SQ2562"	72.8883900258304	-16.9497604992297
"X160623_D00390_0257_AC9B0MANXX_SQ2563"	61.9737825442954	-17.6101412370977
"X160706_D00390_0258_AC9AKUANXX_SQ2561"	36.3777097253828	-15.8189696138003
"X160706_D00390_0258_AC9AKUANXX_SQ2562"	61.1362764321158	-15.9911198470044
"X160706_D00390_0258_AC9AKUANXX_SQ2563"	61.0244934641968	-17.5655586328386
"X160706_D00390_0258_AC9AKUANXX_SQ2564"	58.249541437273	-16.0331079311141
"X160706_D00390_0258_AC9AKUANXX_SQ2565"	54.7247249752602	-16.1849948964364
"X160706_D00390_0258_AC9AKUANXX_SQ2571"	-51.2499711333221	-20.224076693125
"X160706_D00390_0258_AC9AKUANXX_SQ2572"	-42.4578324308473	-21.5357235220697
"X160706_D00390_0258_AC9AKUANXX_SQ2573"	-50.2232040867477	-20.2775085635161
"X160706_D00390_0259_BC9BRCANXX_SQ2566"	57.5717587744254	-16.3654956078286
"X160706_D00390_0259_BC9BRCANXX_SQ2567"	60.3789438338162	-17.5085303513911
"X160706_D00390_0259_BC9BRCANXX_SQ2568"	54.5558951707379	-17.4622804826962
"X160706_D00390_0259_BC9BRCANXX_SQ2569"	46.2853534789493	-15.7600323069866
"X160706_D00390_0259_BC9BRCANXX_SQ2570"	51.8466526276955	-15.6315317265806
"X160706_D00390_0259_BC9BRCANXX_SQ2574"	-46.6062306070347	-19.2761753705418
"X160706_D00390_0259_BC9BRCANXX_SQ2575"	-52.2007921140779	-18.0262997679412
"X160706_D00390_0259_BC9BRCANXX_SQ2576"	-38.4634475375231	-20.0493424035548
"X160810_D00390_0260_AC9MTJANXX_SQ0197"	68.5865329557562	-6.1010827941247
"X160810_D00390_0260_AC9MTJANXX_SQ0249"	77.3403488969891	-5.47031684049176
"X160810_D00390_0260_AC9MTJANXX_SQ0250"	45.7709416516243	-7.28368661807618
"X160810_D00390_0260_AC9MTJANXX_SQ2564"	73.5482152414116	-17.2784906596091
"X160810_D00390_0260_AC9MTJANXX_SQ2565"	65.7872229347342	-17.7836813616346
"X160810_D00390_0260_AC9MTJANXX_SQ2566"	76.2608882229005	-17.871710346485
"X160810_D00390_0260_AC9MTJANXX_SQ2567"	78.3237312638909	-19.380327949224
"X160810_D00390_0260_AC9MTJANXX_SQ2577"	-32.6088052065457	-21.5638506305795
"X160810_D00390_0261_BC9NAVANXX_SQ2568"	71.9748901443161	-19.0847668096661
"X160810_D00390_0261_BC9NAVANXX_SQ2569"	73.5711924146932	-18.0970985682978
"X160810_D00390_0261_BC9NAVANXX_SQ2570"	63.931432283726	-17.743966710515
